simucont_id_all, naive_alloc_Mha, min_alloc_Mha, opt_alloc_Mha, max_possible_alloc_Mha
   1006001,                    0.00235890,                    0.00235890,                    0.00235890,                    0.03746225
   1007001,                    0.01764974,                    0.01764974,                    0.01764974,                    0.03959369
   1007002,                    0.00002469,                    0.00002469,                    0.00002469,                    0.00039167
   1007003,                    0.00203983,                    0.00203983,                    0.00203983,                    0.03236348
   1007004,                    0.00087273,                    0.00087273,                    0.00087273,                    0.01384652
   1008001,                    9.71494060,                    9.71494060,                    9.71494060,                   13.43918400
   1008002,                    0.35583727,                    0.35583727,                    0.35583727,                    0.49224825
   1009001,                    6.39589667,                    6.39589667,                    6.39589667,                    8.83899555
   1011001,                    0.01163035,                    0.01163035,                    0.01163035,                    0.01603516
   1011002,                    0.00001104,                    0.00001104,                    0.00001104,                    0.00001522
   1013001,                    0.72695541,                    0.63419811,                    0.63419811,                    1.66788977
   101374001,                    0.00989613,                    0.00886369,                    0.00886369,                    0.87800089
   101377001,                    3.86037329,                    4.59096099,                    4.59096099,                    8.23495059
   101377002,                    0.36411476,                    0.51651917,                    0.87594729,                    0.87594729
   101383001,                    2.41659605,                    1.04124848,                    1.41165418,                    1.41165418
   101384001,                   41.78019549,                   21.53641294,                   26.28190445,                   26.28190445
   101385001,                    4.72541347,                    1.68798408,                    1.68798408,                    1.68798408
   101385002,                   51.08646947,                   20.45708960,                   20.45708960,                   20.45708960
   101385003,                    4.72547017,                    1.68800434,                    1.68800434,                    1.68800434
   101386001,                   18.90176728,                    6.74266667,                    6.74266667,                    6.74266667
   101386002,                    7.40544692,                    3.02525255,                    3.37133333,                    3.37133333
   101387001,                    8.65922624,                    8.14311692,                    8.14311692,                    8.49000000
   101390001,                    2.90695811,                    3.09610122,                    3.09610122,                    5.59182211
   101391001,                    3.33069258,                    3.19953082,                    3.19953082,                    8.47000000
   101392001,                    3.33065261,                    3.19949243,                    3.19949243,                    8.46000000
   101393001,                    3.91973768,                    3.95717264,                    3.95717264,                    8.49989800
   101393002,                    5.87288653,                    5.90610806,                    5.90610806,                    8.50010200
   101394001,                   10.89076071,                   11.97247292,                   11.97247292,                   15.16490846
   101395001,                    5.75450222,                    5.77975320,                    5.77975320,                    8.49000000
   101396001,                    7.30937258,                    5.11088627,                    5.65006313,                    5.65006312
   101397001,                   46.12735898,                   22.07711684,                   22.07711684,                   22.07711684
   101398001,                    5.67333747,                    5.01665402,                    5.01665402,                    5.01665402
   101398002,                   29.01423029,                   31.52514403,                   40.52513974,                   40.52513973
   101399001,                    4.61019954,                    1.93226219,                    1.93226219,                    1.93226219
   101399002,                   21.62903412,                   24.38343685,                   33.19161038,                   33.19161039
   101400001,                   21.39598416,                   33.08069242,                   53.80262878,                   53.80262878
   1014001,                    3.46814547,                    5.49156784,                    5.49156784,                   25.24715728
   1014002,                    4.62418934,                    7.32208313,                    7.32208313,                   33.66284272
   101401001,                   15.20017429,                    6.28761323,                    6.28761323,                    6.28761323
   101401002,                   20.64213180,                   25.08334238,                   27.23195506,                   27.23195507
   101402001,                    3.32140808,                    0.80039782,                    0.80039782,                    0.80039782
   101402002,                    3.32140808,                    4.43989628,                    8.10267920,                    8.10267920
   101402003,                    4.05864292,                    4.96686588,                    6.34250565,                    6.34250565
   101403002,                    3.32136822,                    4.43984300,                    7.20727809,                    7.20727809
   101403003,                    3.32136822,                    4.43984300,                    6.83382399,                    6.83382399
   101404001,                    5.34639422,                    0.00000000,                    0.00000000,                    0.00000000
   101404002,                    5.76206569,                    0.00000000,                    0.00000000,                    0.00000000
   101404003,                    4.10321418,                    0.00000000,                    0.00000000,                    0.00000000
   101405001,                    4.03353987,                    1.66865332,                    1.66865332,                    1.66865332
   101405002,                    8.06717654,                    3.33734668,                    3.33734668,                    3.33734668
   101406001,                    4.03353987,                    0.00000000,                    0.00000000,                    0.00000000
   101406002,                    4.03353987,                    0.00000000,                    0.00000000,                    0.00000000
   101409001,                   15.08835474,                    0.00000000,                    0.00000000,                    0.00000000
   101409002,                    6.16703137,                    0.00000000,                    0.00000000,                    0.00000000
   101410001,                   23.88303603,                    0.00000000,                    0.00000000,                    0.00000000
   101410002,                    6.89546354,                    0.00000000,                    0.00000000,                    0.00000000
   101411001,                   12.45258943,                    2.77531309,                    2.77531310,                    2.77531310
   101412001,                    2.84815894,                    0.00000000,                    0.00000000,                    0.00000000
   101413001,                    3.48116422,                    4.92980863,                    8.50000000,                    8.50000000
   101414001,                    3.71197170,                    0.53157856,                    0.53157856,                    0.53157856
   101414002,                   34.26823177,                   42.93879835,                   75.51469828,                   75.51469828
   101415001,                    6.67144864,                    7.88606926,                   13.95048861,                   13.95048861
   101416001,                    9.76423931,                    9.64876150,                   25.50000000,                   25.50000000
   101417001,                    7.66656856,                    0.07765063,                    0.07765063,                    0.07765063
   101417002,                    5.07970739,                    0.00000000,                    0.00000000,                    0.00000000
   101418001,                   10.51651268,                    0.00000000,                    0.00000000,                    0.00000000
   101418002,                    1.97899212,                    0.00000000,                    0.00000000,                    0.00000000
   101419001,                    3.70371287,                    0.05043515,                    0.05046219,                    0.05046218
   101419002,                    3.31921707,                    3.13600423,                    8.51994888,                    8.51994888
   101420001,                   11.60818953,                   15.43798068,                   17.64795730,                   17.64795730
   101421001,                   43.83697072,                   42.98881910,                   43.13889082,                   43.13889082
   101422001,                    6.34394264,                    0.00000000,                    0.00000000,                    0.00000000
   101423001,                   14.73738915,                   17.45883731,                   20.62599587,                   20.62599586
   101424001,                   13.77734288,                   15.89081411,                   31.73791928,                   31.73791928
   101424002,                    4.31947403,                    1.61229357,                    1.61229357,                    1.61229356
   101425001,                    3.28603847,                    0.00000000,                    0.00000000,                    0.00000000
   101425002,                   12.15327371,                   13.61415238,                   13.61415238,                   13.61415238
   101426001,                    3.18237069,                    0.35982141,                    0.35982141,                    0.35982141
   101426002,                    4.33681056,                    4.97941878,                   15.33464691,                   15.33464691
   101426003,                    6.28462487,                    6.78824839,                    6.78824839,                    6.78824839
   101427001,                    2.76215138,                    0.62582865,                    0.62620360,                    0.62620360
   101428001,                   20.59582087,                   23.05369125,                   29.33044627,                   29.33044629
   101428002,                    4.11602848,                    3.90273853,                    8.49885489,                    8.49885489
   101428003,                   16.36286032,                   16.93668773,                   30.62481997,                   30.62481998
   101429001,                    4.65630741,                    0.73871846,                    0.73871846,                    0.73871846
   101430001,                    3.41525306,                    4.11647920,                    8.47351313,                    8.47351313
   101431001,                    7.58250814,                    7.97863491,                   16.94653109,                   16.94653109
   101431002,                    3.47771997,                    3.35135609,                    8.40626833,                    8.40626833
   101432001,                   14.02239975,                    1.24021603,                    1.24021603,                    1.24021602
   101433001,                   16.10721025,                    0.00000000,                    0.00000000,                    0.00000000
   101434001,                    5.04419949,                    5.24069527,                   11.12330009,                   11.12330009
   101434002,                   37.28242758,                    0.16472570,                    0.16475514,                    0.16475514
   101434003,                   10.90401173,                    0.00815171,                    0.00815171,                    0.00815171
   101435001,                    3.66922296,                    4.13783794,                    8.13673313,                    8.13673313
   101436001,                    2.40295011,                    0.00000000,                    0.00000000,                    0.00000000
   101437001,                    8.93970825,                    6.41508371,                    6.41508371,                    6.41508371
   101437002,                    7.83810178,                    3.86724345,                    3.86724345,                    3.86724345
   101438001,                    3.08165728,                    3.90762197,                    3.94305836,                    3.94305836
   1015001,                   36.18868562,                   47.89877020,                   47.89877020,                  119.22668953
   1016001,                   21.77942977,                   22.03685842,                   22.03685842,                   71.89046165
   1017001,                   10.99901008,                   11.12901624,                   11.12901624,                   22.04442469
   1017002,                    2.49603198,                    2.52553459,                    2.52553459,                    8.37376425
   103247003,                    0.00045061,                    0.00009592,                    0.00009592,                    0.00046484
   103272001,                    8.14121097,                    8.48759343,                    8.48759343,                   16.74663317
   103272002,                    4.52083715,                    4.62333302,                    4.62333302,                    8.37336683
   103277001,                    0.09309214,                    0.09309214,                    0.54452117,                    0.54452117
   103280001,                    0.18536916,                    0.03163446,                    0.03163446,                    0.13628602
   103280002,                    0.91061865,                    1.06602170,                    1.06602170,                    2.38964126
   103280003,                    6.01699010,                    5.88529090,                    5.88529090,                    8.32666667
   103293001,                    4.99203401,                    5.05103888,                    5.05103888,                   16.78000000
   103299001,                    4.20593972,                    5.94749428,                    5.94749428,                   15.61763303
   103299002,                    2.10773689,                    1.95224756,                    1.95224756,                    8.40244959
   103315001,                    0.00081455,                    0.00070759,                    0.00070759,                    0.00145702
   103321001,                    0.00354498,                    0.00184177,                    0.00184177,                    0.00466822
   103327001,                    1.12642913,                    0.80835756,                    0.80835756,                    2.12685395
   103328001,                    3.04258762,                    0.48025686,                    0.48025686,                    1.65066006
   103328002,                    6.08521175,                    7.04573123,                    7.04573123,                   15.83053787
   103329001,                    4.84987807,                    5.14278227,                    5.14278227,                    8.27000000
   103330001,                   11.30629277,                   11.22154688,                   11.22154688,                   24.70719933
   103330002,                   11.89523421,                   11.79590621,                   11.79590621,                   24.70710050
   103330003,                    4.47318075,                    4.72601234,                    4.72601234,                    8.23570017
   103331001,                    4.61602113,                    4.38850783,                    4.38850783,                    8.22000000
   103332001,                    5.75954886,                    7.79958874,                    8.10500000,                    8.10500000
   103332002,                    5.45567011,                    7.17344323,                    7.17344323,                    7.17344323
   103333001,                    4.28653065,                    4.73989351,                    4.73989351,                    8.23497529
   103333002,                    8.57311274,                    9.47984389,                    9.47984389,                   14.77218069
   103333003,                    4.28653065,                    4.73989351,                    4.73989351,                    8.23497529
   103334001,                    8.57295843,                    9.47967326,                    9.47967326,                   13.63188618
   103334002,                    4.59871901,                    1.39942430,                    1.64334648,                    1.64334648
   103335001,                    4.68848795,                    4.73036792,                    4.73036792,                    4.73036792
   103336001,                    4.43654137,                    0.67972987,                    0.67972987,                    1.70154909
   103337001,                   15.56592674,                   17.47405926,                   24.39000000,                   24.39000000
   103338001,                   18.32311884,                   19.17521037,                   32.42394164,                   32.42394164
   103338002,                    4.52940410,                    4.70468163,                    8.10605836,                    8.10605836
   103339001,                    7.64587536,                    8.08069202,                    8.08069202,                    8.08069202
   103339002,                   74.14187829,                   46.68030473,                   46.68030473,                   46.68030474
   103340001,                   17.25115095,                    7.52396083,                    7.52396083,                    7.52396083
   103341001,                    4.28653065,                    1.21010472,                    1.21010472,                    2.25339349
   103342001,                    9.12234520,                    6.49498146,                    6.49498146,                    6.49498146
   103342002,                    9.12047242,                   10.39671902,                   10.39671902,                   10.39671902
   103342003,                   22.80139995,                    7.82780867,                    8.21542557,                    8.21542557
   103342004,                    4.46034560,                    1.15972233,                    1.64306934,                    1.64306934
   103342005,                    9.26964671,                   11.98561643,                   12.73749735,                   12.73749735
   103342006,                    4.76298288,                    5.65792611,                    5.65792611,                    5.71509755
   103343001,                    4.67152140,                    5.04407717,                    5.04407717,                    5.04407717
   103344001,                    3.82459092,                    4.39633674,                    4.39633674,                    6.82080411
   103344002,                   15.29845548,                   17.58545247,                   17.58545247,                   25.27665930
   103345001,                   11.25166215,                    7.34822240,                    7.34822240,                    7.34822240
   103346001,                    4.65394638,                    0.58791704,                    0.58791704,                    0.59452631
   103346002,                    4.52934975,                    4.70462518,                    8.10500000,                    8.10500000
   103347001,                    0.47578878,                    0.06259638,                    0.06259638,                    0.20194225
   103348001,                    4.79171065,                    5.48700619,                    5.48700619,                    5.48700619
   103349001,                    4.56029094,                    6.12585643,                    8.21501232,                    8.21501232
   103349002,                    5.16002180,                    5.24982438,                    5.24982438,                    8.21501232
   103349003,                   13.68684969,                    9.91825223,                    9.91881600,                    9.91881600
   103349004,                   14.31781186,                   13.03477338,                   13.03477338,                   13.03477337
   103350001,                    9.08356316,                    4.11163875,                    4.11288506,                    4.11288506
   103350002,                   18.94973878,                    9.12240012,                   10.49468325,                   10.49468324
   103351001,                   10.18248158,                   10.95242293,                   10.95242293,                   14.92513834
   103352001,                   30.91975144,                   31.77867140,                   31.77867140,                   45.48423849
   103353001,                   10.32010553,                   10.49971175,                   10.49971175,                   16.43011830
   103353002,                   26.18606213,                   26.08407012,                   26.08407012,                   48.65928668
   103353003,                    3.01645846,                    2.98941107,                    2.98941107,                    8.06805636
   103354001,                    5.25279839,                    5.86146706,                    5.86146706,                    8.13281618
   103354002,                    4.05531190,                    4.80028206,                    7.41160949,                    8.19437889
   103354003,                   10.85986024,                   11.62235982,                   11.62235982,                   16.38885611
   103354004,                    3.76345978,                    2.94429669,                    2.99124016,                    2.99124016
   103354005,                   12.74646417,                   12.54702816,                   12.54702816,                   16.38885611
   103354006,                    3.54852410,                    3.64430348,                    3.64430348,                    8.19447722
   103354007,                    5.45797953,                    5.35076150,                    5.35076150,                    8.19457556
   103355001,                    5.51934459,                    5.96258484,                    5.96258484,                    8.17000000
   103356001,                    3.48665290,                    3.44119520,                    3.44119520,                    8.21500000
   103356002,                    3.48665290,                    3.44119520,                    3.44119520,                    8.21500000
   103357001,                   25.49300481,                   25.09413161,                   25.09413161,                   32.78000000
   103359001,                    5.56908756,                    5.57628126,                    5.57628126,                    8.06000000
   103360001,                   18.93804376,                   18.97024912,                   18.97024912,                   24.64500000
   103360002,                    3.99100573,                    3.88826355,                    3.88826355,                    8.21500000
   103361001,                    4.52732528,                    5.32448476,                    8.19495083,                    8.19495083
   103361002,                    6.45835763,                    6.41578685,                    6.41578685,                    8.19504917
   103362001,                    4.67044869,                    4.75920633,                    4.89820766,                    7.73614275
   103363001,                    5.45768762,                    5.43184871,                    5.43184871,                    8.19504917
   103363002,                    6.46674945,                    6.41033616,                    6.41033616,                    8.19495083
   103364001,                    3.98764957,                    3.73665767,                    3.73665767,                    7.94579643
   103365001,                    4.34960602,                    4.20112099,                    4.20112099,                    7.79614415
   103365002,                    4.66643981,                    4.72026563,                    4.72026563,                    7.75693550
   103366001,                    6.34950865,                    6.29198730,                    6.29198730,                    7.81348343
   103366002,                    5.26926522,                    5.26926324,                    5.26926324,                    7.92787047
   103366003,                    5.48181816,                    5.48173106,                    5.48173106,                    7.36110640
   103366004,                    6.16490867,                    6.16487270,                    6.16487270,                    7.76970177
   103366005,                   13.49921581,                   13.49921473,                   13.49921473,                   15.30941481
   103367001,                    5.35434190,                    5.35333610,                    5.35333610,                    7.08785456
   103369001,                    5.36771673,                    5.42704114,                    5.42704114,                    7.66639253
   103370001,                   11.54358003,                   11.54358003,                   11.54358003,                   15.66614420
   103370002,                    9.76303289,                    9.75743714,                    9.75743714,                   15.38494746
   103370003,                    6.48370297,                    6.48369947,                    6.48369947,                    7.29145337
   103371001,                   11.03155736,                   11.03155736,                   11.03155736,                   14.93082082
   103372001,                   29.99975555,                   29.96164248,                   29.96164248,                   44.99436425
   103372002,                   10.52944037,                   10.55458215,                   10.55458215,                   14.87984101
   103373001,                    6.87373325,                    0.82993922,                    3.39200000,                    3.39200000
   103374001,                   11.59182420,                    4.71327968,                    4.71327968,                    4.71327969
   103375001,                   18.19654461,                    5.87839738,                    5.87839738,                    5.87839738
   103375002,                    9.58809044,                    3.70053621,                    3.70053621,                    3.70053621
   103376001,                   43.71811292,                   22.22433169,                   22.22630950,                   22.22630950
   103377001,                   24.56415395,                   13.56279549,                   14.18159582,                   14.18159582
   103377002,                   13.34619495,                    8.80690413,                    8.80690413,                    8.80690413
   103378001,                    6.67309748,                    1.68600000,                    1.68600000,                    1.68600000
   103379001,                    4.16226077,                    4.37212321,                    5.32447751,                    6.81857368
   103380001,                    5.11384793,                    5.10173788,                    5.10173788,                    7.68420989
   103380002,                   16.24935607,                   16.19802849,                   16.19802849,                   27.00459383
   103380003,                    4.15441927,                    4.10113772,                    4.10113772,                    7.83640443
   103380004,                    0.17688311,                    0.04430526,                    0.04442968,                    0.04442968
   103381001,                    1.92886142,                    1.54454099,                    1.69000000,                    1.69000000
   103382001,                    3.48025150,                    1.94402203,                    1.94402203,                    3.37200000
   103383001,                    4.05845090,                    3.99655341,                    3.99655341,                    7.90004740
   103383002,                    4.33007414,                    4.32343298,                    4.32343298,                    7.89990440
   103384001,                    1.50204483,                    1.81822371,                    1.81822371,                   13.44013270
   103384002,                    1.64275126,                    1.28400786,                    1.55863498,                    1.55863498
   103384003,                    0.75101341,                    0.73813510,                    0.73813510,                    2.14442910
   103385001,                    1.96325055,                    2.45544077,                    2.45544077,                    5.84240708
   103386001,                    1.25753089,                    0.04370644,                    0.04370644,                    0.04370644
   103386002,                    1.25751580,                    0.55875668,                    0.55875668,                    0.55875668
   103387001,                    5.22537710,                    0.00000000,                    0.00000000,                    0.00000000
   103388001,                    3.84264140,                    3.98747383,                    7.42160757,                    7.42160757
   103388002,                    3.45061448,                    3.37106370,                    8.40933973,                    8.40933974
   103389001,                    2.08305082,                    2.08039847,                    8.46000000,                    8.46000000
   103390001,                    3.81213567,                    0.00000000,                    0.00000000,                    0.00000000
   103391001,                    5.32151574,                    5.09503875,                   11.63090206,                   12.18695086
   103391002,                    3.72029247,                    3.57707613,                    7.61831271,                    8.41503366
   103391003,                    2.89512664,                    3.16022633,                    8.41493268,                    8.41493268
   103391004,                    6.45773478,                    8.06030091,                   15.65667268,                   16.82986536
   103392001,                    7.98072626,                    8.02682926,                    8.06928318,                    8.06928318
   103392002,                    4.38290436,                    4.64557167,                    8.40171707,                    8.40171708
   103392003,                   19.07342152,                   20.03512097,                   32.06947273,                   32.06947273
   103393001,                    0.05536846,                    0.00000000,                    0.00000000,                    0.00000000
   103394001,                   38.58157359,                   38.75171842,                   50.48999999,                   50.49000000
   103395001,                   48.38191389,                   45.10476154,                   45.10476154,                   45.10476154
   103396001,                    3.20883845,                    3.76597847,                    5.22102405,                    5.22102405
   103397001,                    6.08413191,                    6.99717961,                   14.66282783,                   14.66282784
   1035002,                    0.00489219,                    0.00430565,                    0.00430565,                    0.06512666
   1036001,                    0.33941982,                    0.33387844,                    0.33387844,                    1.02030774
   1038005,                    0.00000802,                    0.00000802,                    0.00000802,                    0.00001107
   1039001,                    0.00462452,                    0.00462452,                    0.00637597,                    0.00637597
   1041001,                    1.31305843,                    0.70862453,                    0.70862453,                    1.66147916
   1041002,                    1.88191592,                    0.90419872,                    0.90419872,                    1.85669797
   1042001,                    8.69039848,                   13.09929245,                   13.09929245,                   18.80191113
   104217001,                    2.71695962,                    2.61118696,                    2.61118696,                    6.99811097
   104221001,                    1.74810750,                    2.30052793,                    2.30052793,                    8.29905913
   104221002,                    4.39347073,                    4.49307896,                    4.49307896,                    8.13909834
   104224001,                    1.60416253,                    0.94345477,                    0.94345477,                    2.33213617
   104226001,                    1.73300210,                    1.94458744,                    1.94458744,                    2.78263948
   104235001,                    8.47569748,                   10.01922224,                   10.01922224,                   11.30086770
   104236001,                    1.51066986,                    0.57841837,                    0.57841837,                    0.57841837
   104236002,                    8.46269322,                    2.29800083,                    2.29800083,                    3.36409661
   104236003,                    4.30153727,                    1.64700988,                    1.64700988,                    1.64700988
   104237001,                    3.08583478,                    1.17938610,                    1.17938610,                    1.17938610
   104240001,                    5.64170553,                    5.11926119,                    5.11926119,                    5.25657250
   104240002,                   17.08711275,                   19.51064844,                   19.51064844,                   24.76504953
   104240003,                   12.99397161,                   12.99267600,                   12.99267600,                   16.50990094
   104242001,                   10.85312323,                   10.55999172,                   10.55999172,                   16.51000000
   104244001,                   26.44855519,                   30.97007008,                   31.91909319,                   31.91909319
   104245001,                    6.61219831,                    1.17658013,                    1.17658013,                    1.17658013
   104245002,                   14.93500588,                   14.65876490,                   23.86113069,                   23.86113069
   104245003,                   26.44879322,                   22.39020808,                   22.39020808,                   22.39020808
   104251001,                   46.14945176,                   28.70466655,                   28.70466655,                   28.70466655
   104252001,                   52.36830926,                   52.84887013,                   71.00582668,                   71.00582667
   104259001,                   11.03474482,                   13.97951250,                   16.01939946,                   16.01939946
   104260001,                    4.92635968,                    0.00276318,                    0.00276318,                    0.00276318
   104261001,                    5.45573557,                    7.64845773,                    8.11000000,                    8.11000000
   104262001,                    6.28327412,                    7.56092458,                    7.95430884,                    7.95430884
   104263001,                   11.78579437,                    9.35435453,                    9.35731908,                    9.35731908
   104264001,                    4.52940410,                    1.26707883,                    1.28256097,                    1.28256097
   104265001,                   21.14895020,                   10.18274877,                   10.22285298,                   10.22285298
   104266001,                    5.22402010,                    5.16382842,                    5.16382842,                    7.30275291
   104266002,                   17.81720811,                   17.72395690,                   17.72395690,                   28.00428843
   104266003,                    4.71075880,                    4.71846047,                    4.71846047,                    7.10937083
   104267001,                    4.43524871,                    4.43435100,                    4.43435100,                    7.07130612
   104268001,                   22.56354114,                    6.79707276,                    6.80298667,                    6.80298667
   104269001,                   11.90987735,                   11.90970963,                   11.90970963,                   22.38121295
   104269002,                    4.12263405,                    4.12263296,                    4.12263296,                    6.79504322
   104270001,                    9.93751714,                    2.56226286,                    2.56653013,                    2.56653013
   104270002,                    4.53033058,                    5.21839512,                    6.80099059,                    6.80099059
   104270003,                    4.53033058,                    4.75304965,                    4.75304965,                    4.75304965
   104271001,                    3.93791202,                    3.93699655,                    3.93699655,                    7.07017421
   104272001,                    4.63733417,                    4.63729997,                    4.63729997,                    6.99210868
   104272002,                    3.00078747,                    2.53484304,                    2.53530877,                    2.53530877
   104272003,                    4.17871094,                    4.17801386,                    4.17801386,                    7.21020034
   104272004,                    5.39185955,                    5.38472963,                    5.38472963,                    6.85542053
   104273001,                   58.98092036,                   27.17130899,                   27.17130899,                   27.17130899
   104273002,                    6.35021067,                    0.00000000,                    0.00000000,                    0.00000000
   104274001,                    5.17143233,                    5.66894561,                    5.67096233,                    5.67096232
   104274002,                   52.89376267,                   14.41963355,                   14.41965830,                   14.41965830
   104276001,                    3.88745817,                    4.39890527,                    4.39890527,                    6.50706588
   104277001,                   40.06042909,                   39.99607309,                   39.99607309,                   49.85877808
   104278001,                    6.30176465,                    6.30173698,                    6.30173698,                   13.97707023
   104278002,                   13.55548816,                   13.54814956,                   13.54814956,                   21.00471671
   104278003,                    4.40926162,                    4.42914041,                    4.42914041,                    6.74822391
   104278004,                   11.04935787,                   11.03877215,                   11.03877215,                   18.59408362
   104279001,                   18.52066821,                   23.90349328,                   28.78635094,                   28.78635095
   104279002,                    4.63834688,                    6.01256523,                    7.33356436,                    7.33356436
   104279003,                    4.63834688,                    4.92152947,                    4.92152947,                    4.92152947
   104279004,                    4.63834688,                    0.57008655,                    0.57008655,                    0.57008655
   104279005,                   18.30378235,                   17.41575785,                   17.41575785,                   17.41575785
   104280001,                    5.01592949,                    3.34825290,                    3.34825290,                    4.19055412
   104281001,                    3.88755147,                    3.06310995,                    3.06310995,                    3.68932045
   104282001,                    4.47449772,                    4.47279732,                    4.47279732,                    7.01731013
   104282002,                    4.82417357,                    4.82778171,                    4.82778171,                    7.23791089
   104284001,                   42.04693946,                   41.95425720,                   41.95425720,                   46.94942449
   104285001,                   13.76370049,                   13.59455229,                   13.59455229,                   14.79424720
   104285002,                   25.37869810,                   25.37865951,                   25.37865951,                   31.13853295
   104286001,                    2.52957182,                    2.83178864,                    2.83178864,                    3.73137300
   104287001,                  153.48044039,                  153.43395531,                  153.43395531,                  194.17475187
   104288001,                   86.29008242,                   86.29007247,                   86.29007247,                  122.54881457
   104289001,                   15.57756968,                   15.58558823,                   15.58558823,                   21.08073194
   104289002,                   11.65255552,                   11.63250175,                   11.63250175,                   14.52429331
   104290001,                    5.64182972,                    5.61273147,                    5.61273147,                    7.28590634
   104292001,                    6.36589814,                    6.47712608,                    6.47712608,                    7.59370396
   104293001,                    6.52412373,                    6.63899450,                    6.63899450,                    7.94718992
   104293002,                    4.83612565,                    4.84298193,                    4.84298193,                    7.28549233
   104294001,                   43.93366979,                   43.93200267,                   43.93200267,                   61.64334713
   104294002,                    5.18709206,                    5.18709133,                    5.18709133,                    7.84461620
   104295001,                    4.90047494,                    4.89708989,                    4.89708989,                    7.58353403
   104296001,                    3.01226305,                    3.01208248,                    3.01208248,                    5.15959561
   104297001,                   17.70347345,                   22.23359196,                   30.51641464,                   30.51641464
   104298001,                   24.96203327,                   27.27553399,                   27.27553399,                   27.27553399
   104298002,                   11.57606444,                    9.98227392,                    9.98227392,                    9.98227392
   104298003,                    5.47268287,                    3.73490295,                    3.73490295,                    3.73490295
   104299001,                   10.10798541,                    9.77354528,                    9.79060025,                    9.79060025
   104300001,                    6.21302644,                    6.20343468,                    6.20343468,                    7.66826948
   1043001,                   36.18773536,                   40.59309222,                   40.59309222,                  103.88815067
