codmun_ibge, simucont_id_all, x_alloc_area_Mha, distance_Euclidian
   170025,82380002,                    0.02683304,                    0.43871598
   170190,14455001,                    0.37141703,                    0.39897001
   170190,41111001,                    4.47516105,                    0.48845425
   170190,74403001,                    1.03572352,                    0.52209374
   170190,74404002,                    0.57221452,                    0.46709836
   170190,74408001,                    0.33128626,                    0.46296626
   170190,82343001,                    0.75424026,                    0.49548771
   170190,82344001,                    0.93120674,                    0.41516495
   170305,103373001,                    2.56206078,                    0.58515024
   170305,1303001,                   11.06221000,                    0.49675025
   170305,1304001,                   23.03688693,                    0.61194819
   170305,1309001,                    1.13011639,                    0.47888936
   170305,14471002,                   10.69841559,                    0.52013356
   170305,53040002,                    9.33296036,                    0.60909555
   170305,74419001,                    2.12493038,                    0.60957123
   170305,82377002,                    3.33380815,                    0.48762060
   170360,1323001,                    2.21608372,                    0.29367918
   170360,41156001,                    0.27269682,                    0.22596813
   170360,74420001,                    2.87362578,                    0.41855125
   170390,1293001,                    4.13323235,                    0.56721124
   170390,1300001,                    7.97317181,                    0.71486068
   170390,14401001,                    7.68644773,                    0.76591481
   170390,14430001,                   23.78363796,                    0.79170748
   170390,14431001,                   45.23229463,                    0.50075137
   170390,14432001,                   25.91490232,                    0.62227958
   170390,41056001,                   13.08800667,                    0.71530414
   170390,74397001,                    0.95468177,                    0.84994157
   170390,74404001,                    3.43907174,                    0.78280842
   170390,82284002,                    3.90100222,                    0.87771265
   170390,82314001,                    8.22209208,                    0.68788244
   170390,96987001,                    3.72489110,                    0.75363108
   170460,82381001,                    6.77202307,                    0.26154415
   170550,1304001,                   10.02364128,                    0.66452779
   170560,133159003,                    2.58766295,                    0.54378641
   170710,104322001,                    4.20540760,                    0.47599951
   170710,107132001,                    5.77060479,                    0.57961975
   170710,107133001,                    0.89329280,                    0.59201573
   170710,41134001,                   67.79582868,                    0.71425821
   170710,97058001,                   12.62176016,                    0.55948545
   171110,1304001,                    2.96874698,                    0.45110979
   171110,1312002,                    0.78859713,                    0.27271994
   171110,74414004,                    0.41292160,                    0.22874938
   171110,74420001,                    1.40828364,                    0.39021031
   171250,14402001,                   44.69747502,                    1.00537411
   171250,14432001,                   11.47392340,                    0.72361294
   171250,82381001,                    4.45871190,                    0.83335130
   171250,97036002,                    4.19375764,                    0.70516735
   171620,101396001,                    0.53917686,                    0.78134924
   171620,101401002,                    2.14861268,                    0.57470349
   171620,101402003,                    0.32939398,                    0.73352177
   171620,127384004,                    0.15084560,                    0.68344831
   171620,133159003,                    1.72991663,                    1.27299048
   171620,142261003,                    0.94066218,                    1.18373652
   171620,147218001,                    0.11747092,                    0.87207831
   171620,149914001,                    0.11745231,                    0.89297574
   171620,169743001,                    0.11743371,                    0.73534030
   171620,41138002,                   49.91493544,                    1.25531821
   171620,41139001,                    3.25239369,                    0.95213586
   171620,41139002,                   20.96508127,                    0.99108249
   171620,41163001,                   18.00914449,                    1.15235377
   171620,47678002,                    3.00405916,                    0.48952570
   171620,82408001,                    0.12147092,                    0.80569494
   171620,82409002,                    0.11806491,                    0.78522934
   171620,82423001,                    0.11800505,                    0.97292274
   171620,82423002,                   17.62955258,                    1.06867504
   171620,97063001,                    0.67117135,                    0.83414869
   171620,97063002,                   31.24308561,                    1.10153078
   171620,97064001,                    0.07889354,                    1.02308437
   171620,97081001,                  140.39365648,                    1.00528419
   171620,97083001,                    6.25877132,                    0.58416522
   171620,97103001,                    0.49237750,                    0.92079335
   171620,97122001,                    0.11793712,                    0.81370847
   171620,97142001,                    2.50846634,                    0.93727197
   171670,1312004,                    0.71216024,                    0.25371970
   171670,1313002,                    1.67710800,                    0.36926025
   171670,74414002,                    0.44381481,                    0.22707144
   171750,14402001,                   13.14812593,                    0.93504106
   171750,14403001,                   82.49336188,                    0.93395595
   171750,41023002,                    4.52651380,                    0.69044904
   171750,41116002,                    7.83265792,                    0.79770015
   171750,97037001,                    0.53453722,                    0.64787831
   171750,97037002,                    0.08166765,                    0.59765597
   171790,97138001,                    9.81960976,                    0.57733561
   171900,97100001,                    1.65129450,                    0.21914655
   171900,97100002,                    0.97035762,                    0.21703481
   210015,1403001,                    0.34025313,                    0.98841430
   210015,41317002,                    0.22328786,                    1.03104920
   210020,14600001,                    2.66081613,                    0.39708767
   210083,14559002,                    1.19012001,                    0.46669582
   210090,1403001,                   10.83860201,                    1.05660301
   210110,14601001,                    0.06407919,                    0.45953930
   210130,41231001,                    3.78542680,                    0.59808740
   210135,14601001,                    4.22694275,                    0.63617013
   210170,41288001,                    2.97836837,                    0.92220883
   210170,41317002,                    7.54788548,                    0.83599612
   210190,14600001,                    9.68661201,                    0.61237704
   210240,14601001,                    0.98711017,                    0.45945466
   210240,41277001,                    1.01184762,                    0.28559601
   210310,14600001,                    0.49832980,                    0.75133452
   210312,41232001,                    5.75551601,                    0.88078452
   210370,14559002,                    0.27876421,                    0.73405969
   210370,41231001,                    1.74554643,                    0.94045588
   210490,14600001,                    1.91425307,                    0.64757778
   210510,14600001,                    6.98488367,                    0.33827320
   210640,41289001,                    1.81883867,                    0.53790524
   210680,41232001,                    2.27183022,                    0.92740112
   210760,41254001,                    2.29132977,                    0.60143463
   210805,41317002,                    4.59332718,                    0.87337272
   210860,41233001,                    7.71132348,                    0.66499418
   210905,14600001,                    1.17182641,                    0.85178330
   210905,41231001,                    4.71921486,                    1.12523575
   210940,41288001,                    2.45158409,                    0.67204665
   210945,14600001,                    0.04271649,                    0.22737565
   211023,41317002,                    2.78482025,                    0.55762124
   211027,41288001,                    4.27112964,                    0.84713535
   211060,1403001,                    1.94181327,                    0.55160427
   211100,14590004,                    0.13599141,                    0.24817738
   211100,14590006,                    3.95636584,                    0.43799038
   211100,41265001,                    0.54557526,                    0.29780364
   211178,41231001,                    2.92017039,                    0.74321200
   211250,41317002,                    7.94147872,                    0.91951796
   220010,1406001,                    1.01977727,                    0.50371799
   220020,41334002,                    0.89299056,                    0.49381699
   220027,97351001,                    0.35048018,                    0.42013780
   220060,41334001,                    0.44479944,                    0.45724513
   220115,1360001,                    1.88943505,                    0.73007416
   220115,1361001,                    1.77333820,                    0.58603963
   220115,1361002,                    0.15426293,                    0.69749517
   220115,1361003,                    0.46278694,                    0.66312452
   220115,1361004,                    0.18261369,                    0.58796935
   220115,1362001,                    0.15187124,                    0.72441374
   220115,14564001,                    1.43832217,                    0.55491122
   220115,14565001,                    6.32358645,                    0.75520082
   220115,41286003,                    7.32538720,                    0.75836042
   220115,74464002,                    0.15425296,                    0.66629621
   220115,74464004,                    2.56172814,                    0.45692577
   220115,74464005,                    0.30851147,                    0.64400268
   220115,74465002,                    0.15206109,                    0.71538001
   220115,74471001,                    0.12247321,                    0.69892246
   220115,74481002,                    6.94993972,                    0.78982655
   220115,74483001,                    1.16429992,                    0.70452776
   220115,82444002,                    1.14134596,                    0.54899450
   220115,97170001,                    0.51513423,                    0.79364037
   220115,97209002,                    0.77158520,                    0.54133919
   220115,97210001,                    1.58134641,                    0.79588157
   220115,97230002,                    5.15695266,                    0.80086155
   220140,1406001,                    2.86735517,                    0.61495298
   220191,1403001,                    1.52104537,                    1.23692622
   220191,1413001,                    6.97373503,                    0.83932932
   220196,41318001,                    0.95817674,                    1.02141897
   220196,41319001,                    7.34057685,                    1.18222528
   220200,1403001,                    4.65001072,                    1.04592752
   220208,1413001,                    1.64825674,                    1.15426365
   220209,107191001,                    2.93354494,                    0.51225898
   220209,142464002,                    9.98906317,                    0.34942393
   220209,150031001,                    0.95825872,                    0.49211250
   220209,97373001,                    3.79825154,                    0.51321271
   220210,107180001,                    5.82647587,                    0.46415256
   220210,41336001,                    0.08894177,                    0.55564535
   220210,41363001,                    2.94246985,                    0.51755185
   220210,41363003,                    6.89619030,                    0.50979459
   220230,1389002,                   12.55768629,                    0.51876882
   220253,1404001,                    5.83839570,                    1.21950084
   220270,41317001,                   12.68944618,                    1.06472279
   220272,41318001,                    8.00858754,                    1.40176892
   220300,142300001,                    0.28292033,                    0.64179645
   220300,74476004,                    0.94205709,                    0.32246450
   220300,74486001,                    5.47809086,                    0.47568585
   220300,97212001,                    5.47808299,                    0.39781231
   220300,97212003,                   10.36201032,                    0.52971252
   220300,97212004,                    5.24227173,                    0.55514700
   220325,1396001,                    4.40748802,                    0.25087094
   220342,41319001,                    5.47240609,                    1.41815701
   220385,41336001,                    2.56541615,                    0.49218921
   220415,41362001,                    0.19390796,                    0.35536725
   220430,97351001,                    5.43801754,                    0.64498298
   220465,1403001,                    2.00533003,                    1.29844799
   220554,1406001,                    0.68663564,                    0.56743771
   220557,41319001,                    2.59427312,                    1.12604259
   220570,1413001,                   12.00072999,                    1.00574673
   220595,97373001,                    0.08261286,                    0.36050101
   220600,1387001,                    7.21829916,                    0.34823198
   220630,1406001,                    1.40197197,                    0.43410914
   220635,41331001,                    0.34314592,                    0.73965554
   220665,107164001,                    1.15767839,                    0.42423029
   220710,1406001,                    3.19049675,                    0.60873039
   220720,41362001,                    0.17322533,                    0.25747921
   220730,41336001,                    5.12661718,                    0.57188990
   220730,97309003,                    1.14573293,                    0.24948559
   220735,97289001,                    3.67951370,                    0.49915315
   220750,41309001,                   10.94905142,                    0.38040644
   220770,1403001,                    6.06035221,                    1.25178601
   220785,1388001,                    1.64568232,                    0.39361871
   220785,52080001,                    3.96450321,                    0.34170526
   220790,41319001,                    4.81701758,                    1.26754460
   220830,41318001,                   28.91273743,                    1.11798667
   220860,1414001,                    1.27071081,                    0.46349940
   220860,41334002,                    6.83557415,                    0.49658621
   220860,41347002,                    0.21136888,                    0.60760838
   220860,97306001,                    0.05854406,                    0.48725941
   220887,97309001,                    6.11596582,                    0.55435763
   220900,97268001,                    6.17245353,                    0.39959128
   220910,41348001,                    6.26995418,                    0.34046075
   220910,41362003,                    4.46956939,                    0.36906837
   220945,41334001,                    0.00285492,                    0.47590195
   220980,41334001,                    1.59440702,                    0.49506461
   220980,97306005,                    0.16394509,                    0.53315928
   220987,41319001,                    5.69590979,                    1.54272954
   220987,41330001,                   21.46928350,                    0.99617508
   221005,1404001,                    9.32934232,                    1.08834735
   221030,97351001,                    0.10862754,                    0.41223312
   221038,41334002,                    4.91821049,                    0.39829485
   221050,1396001,                    1.59595867,                    0.44117171
   221050,41309001,                    8.41597848,                    0.53159616
   221080,97309004,                    6.60248931,                    0.24144629
   221080,97331001,                   10.03056608,                    0.52288302
   221160,97351001,                    0.15796464,                    0.27484233
   230040,104363001,                    1.74337284,                    0.81845611
   230040,107189001,                    0.08531088,                    0.36369822
   230040,133298001,                   10.10983823,                    0.59501031
   230040,152311002,                    5.55713840,                    0.66740220
   230040,82546001,                    5.68541777,                    0.72556330
   230050,41330001,                    3.42574451,                    1.82795990
   230075,47697001,                   15.61371929,                    1.74143880
   230075,72352001,                    2.38539470,                    1.47299672
   230080,104363001,                    5.72795087,                    0.46816963
   230090,14719001,                    9.91383334,                    1.07941939
   230125,41332001,                   18.47728201,                    1.58355334
   230130,142478002,                    7.54133712,                    0.41597264
   230130,97391001,                   12.91693827,                    0.62002271
   230150,104363001,                    4.13584829,                    0.91405709
   230150,109414003,                    1.07417095,                    0.82560671
   230150,150046001,                    5.68119676,                    1.00142586
   230150,155114001,                    5.10823171,                    1.06106570
   230180,104369002,                    0.49286319,                    0.43557041
   230180,104377001,                    1.03460265,                    0.09711665
   230180,65672001,                    0.63539078,                    0.17422000
   230180,82564003,                    0.01977508,                    0.37440202
   230180,82580004,                    4.56469467,                    0.17545374
   230180,82593003,                    0.53665775,                    0.38027805
   230205,1413001,                    0.52245231,                    1.32990288
   230205,41328001,                    2.66940975,                    0.97591175
   230230,41328001,                    7.33422124,                    1.77213851
   230230,41329001,                   15.20978906,                    2.05573225
   230240,107211001,                    5.03242357,                    1.49623175
   230240,14699001,                   22.77800026,                    1.37945692
   230240,82564004,                    4.94045476,                    1.60656174
   230240,97409001,                    5.06299480,                    1.46480569
   230260,41328001,                    1.83908610,                    1.32597605
   230270,109414001,                    0.43034191,                    0.64630963
   230270,109415001,                    2.13696574,                    0.65443386
   230270,133298001,                    0.44156793,                    0.47969152
   230270,142478002,                    2.35548375,                    0.68298290
   230270,147320001,                    5.20784344,                    0.39654025
   230270,155112001,                    1.39983135,                    0.73680777
   230270,155115002,                    2.36086119,                    0.81937527
   230270,82526001,                    1.85837802,                    0.25220679
   230280,101419001,                    0.00002704,                    0.66232072
   230280,117951001,                    2.23718745,                    0.55967120
   230280,14719001,                   11.68909939,                    0.87481223
   230280,47694003,                    2.49285745,                    0.52090981
   230280,82560002,                    6.77780155,                    0.65253689
   230280,82577001,                    2.15144497,                    0.72463111
   230300,14719001,                    8.98742376,                    0.79396923
   230310,41331001,                   25.01777639,                    1.90358049
   230340,41319001,                    3.95044713,                    1.74298746
   230365,142436002,                    1.25252241,                    1.38708295
   230365,41359001,                    4.15705209,                    1.81651592
   230370,14753001,                    7.56722199,                    1.80894580
   230370,14765001,                    0.32544811,                    2.12202555
   230370,14765002,                    4.04786733,                    1.79287606
   230390,1413001,                    2.81898756,                    1.22516534
   230400,41330001,                    7.40319825,                    1.63796334
   230423,41331001,                    5.06014225,                    1.32565921
   230428,14765001,                    0.76886798,                    1.78227967
   230435,41331001,                   13.11599549,                    2.22186649
   230440,14765001,                    0.31263647,                    1.89281552
   230445,14765001,                    2.07852646,                    0.96704839
   230450,41330001,                    8.30968236,                    1.51553959
   230460,14719001,                    5.49646342,                    1.09995425
   230470,41317001,                    0.60240440,                    1.64913775
   230470,41329001,                   24.04836584,                    1.34138554
   230490,41331001,                   15.14178612,                    2.06180096
   230520,41332001,                    8.90507039,                    2.02012996
   230520,47681002,                   16.25839589,                    1.50013991
   230530,41330001,                    2.68558052,                    1.28008686
   230560,41347001,                    5.72826177,                    1.45223117
   230560,41360001,                    3.27946449,                    1.38415489
   230560,82545003,                    7.77253503,                    1.00373655
   230560,97327001,                  100.24511624,                    1.54838409
   230565,41345001,                   16.12089253,                    0.92880941
   230565,41358001,                    6.02919131,                    0.85439331
   230565,41359001,                    1.37286445,                    1.20128003
   230565,97326001,                    0.00463727,                    1.35830857
   230565,97326002,                    1.99735949,                    1.09669513
   230570,104378001,                    3.09485071,                    0.35454996
   230570,109419002,                    1.73023913,                    0.44708385
   230570,53060001,                    2.57048388,                    0.31683128
   230570,82564001,                    2.54676856,                    0.33372656
   230580,41331001,                   13.21751761,                    1.62596640
   230590,41332001,                   25.84663045,                    1.53160491
   230600,82592001,                   17.50543752,                    0.43249258
   230610,14719002,                    4.59082603,                    1.14684991
   230610,47697001,                    3.21389281,                    1.29666311
   230630,47697001,                    0.99313618,                    1.21787072
   230640,101419002,                    5.38394465,                    1.50358011
   230640,127398002,                    3.27835024,                    1.11611070
   230640,14719001,                    4.53801855,                    1.70826268
   230640,14737001,                    9.57267100,                    1.91110218
   230640,47696001,                    3.34774102,                    1.22672651
   230640,47697001,                    3.95235330,                    1.50881619
   230640,72352002,                    1.47209877,                    1.17817199
   230640,72352003,                    1.04894406,                    1.08751867
   230655,1421001,                    5.23797438,                    0.36363052
   230655,41329001,                   10.64967282,                    2.45222631
   230660,101415001,                    6.06441935,                    1.42037595
   230660,101416001,                    5.16869663,                    1.48591918
   230660,14696001,                    1.31763562,                    0.35254479
   230660,82561002,                    4.01377810,                    0.59524938
   230670,104382002,                    0.97199606,                    0.96277696
   230670,113145001,                    0.22186143,                    0.85465819
   230670,127402002,                    5.72527774,                    0.88665897
   230670,14699002,                    3.14986255,                    0.81491516
   230670,14740001,                    6.87036788,                    0.89571291
   230670,47701001,                    3.26597309,                    0.66870984
   230670,47701002,                    9.65084354,                    0.81893541
   230670,56930001,                    4.04196569,                    0.70039802
   230670,72353001,                   12.11268728,                    0.77526977
   230670,72353002,                    3.04854818,                    0.62565912
   230680,14740001,                    3.29893147,                    0.66460747
   230680,82592001,                    3.78154362,                    0.68101474
   230690,108240001,                    6.03931701,                    0.52318077
   230690,109422001,                    5.02346218,                    0.55483016
   230690,113144001,                    5.96377987,                    0.44475653
   230690,113145001,                    5.55976027,                    0.41219590
   230690,117954001,                    0.61249487,                    0.49714000
   230690,127399001,                    4.70059790,                    0.50347668
   230690,127402001,                    5.42563604,                    0.48158775
   230690,152314001,                    0.60201524,                    0.42140125
   230690,155990001,                    4.94012486,                    0.36849298
   230690,82593003,                    2.03641288,                    0.70390043
   230765,14765001,                    0.61339332,                    1.91830370
   230780,41329001,                   24.61410904,                    2.05406467
   230790,41329001,                    6.74534515,                    1.69739174
   230800,41330001,                   18.96283593,                    2.01375238
   230820,41330001,                    4.31111289,                    1.92035916
   230837,41330001,                    1.72455501,                    2.43937296
   230880,41330001,                   14.33728938,                    1.75747979
   230890,41330001,                   17.43095993,                    2.36546916
   230910,14753001,                    1.55509642,                    1.55793286
   230930,41332001,                    5.38674572,                    1.81958667
   230930,41345001,                    8.59266743,                    1.28307173
   230930,47679001,                    0.06730710,                    1.67446044
   230930,47682001,                   11.12301331,                    1.37881471
   230940,41359001,                    0.79799390,                    0.76007215
   230940,97327001,                   26.57661151,                    1.12208997
   230990,41331001,                    3.06007485,                    1.73086140
   231020,14765002,                   17.09362312,                    2.16203009
   231025,14736001,                    8.70288509,                    1.23925717
   231025,14737001,                    3.45382785,                    1.61988362
   231030,142438002,                    5.04582864,                    0.63904505
   231030,41361001,                   11.10530029,                    0.96174582
   231030,97350001,                   32.43848217,                    0.77326945
   231040,14719001,                    7.89835763,                    0.99539026
   231050,14699001,                    3.06475476,                    1.01995466
   231050,53054001,                    5.01149409,                    0.92242746
   231050,82545003,                   13.67939034,                    0.72289063
   231060,82582002,                    0.47010304,                    0.11991008
   231070,14737001,                    5.56001073,                    1.27063378
   231070,14753001,                   25.77625019,                    1.97774038
   231095,41331001,                   11.04639233,                    1.73810366
   231100,41332001,                    9.41666213,                    1.26100476
   231110,104370001,                    6.46886130,                    0.41822161
   231110,107213001,                    0.87826661,                    0.45690803
   231110,109419001,                    0.68148187,                    0.21037503
   231110,82565002,                    0.60820267,                    0.31551534
   231110,97411001,                    3.34487662,                    0.38216843
   231123,117956001,                    3.08322870,                    0.31807224
   231123,14754001,                    8.47582785,                    0.41704018
   231123,161474001,                    5.99914796,                    0.42973752
   231123,82592001,                    0.17611837,                    0.38486708
   231123,82604004,                    0.83956042,                    0.41320573
   231126,41360001,                    0.66039584,                    0.81442054
   231170,41331001,                    4.40228603,                    1.75282277
   231195,142478001,                    3.40386540,                    0.59446001
   231195,142478002,                    7.52149714,                    0.43222689
   231200,41330001,                   33.91800629,                    2.22972767
   231220,101416001,                    2.40682779,                    1.93269150
   231220,104360002,                    5.96917131,                    1.14924940
   231220,104361001,                    0.01301673,                    1.61410293
   231220,104362002,                    4.64747121,                    1.81331934
   231220,104367001,                   11.45275675,                    1.78347055
   231220,104368001,                   27.18118936,                    1.90947709
   231220,117942001,                    0.00980343,                    1.67079691
   231220,117943002,                    0.49433652,                    1.75161497
   231220,41410001,                   16.88913168,                    2.23861590
   231220,53054001,                   10.33262658,                    2.07134375
   231220,82561001,                    0.87858778,                    1.21898567
   231220,82563001,                    5.46503112,                    1.79860494
   231220,82563002,                   32.71011811,                    2.00722446
   231230,41319001,                    1.15552269,                    1.80923025
   231240,14737001,                   16.21940258,                    1.40337772
   231250,14753001,                    0.66019790,                    0.52884303
   231260,14737001,                    2.81710344,                    1.49985654
   231280,41329001,                    3.57519686,                    1.84073178
   231280,41330001,                    1.61812797,                    2.03980956
   231290,41330001,                   14.18237420,                    2.07125060
   231290,41331001,                   84.87289637,                    2.23174626
   231330,101413001,                    3.57019137,                    0.53170533
   231330,104363002,                    0.01521450,                    0.93598008
   231330,104369002,                   14.61762632,                    1.30853048
   231330,104369003,                   12.59275371,                    1.02934911
   231330,107212002,                    6.40945759,                    1.18738810
   231330,107212003,                   31.12233896,                    1.21812279
   231330,108236002,                    3.18980190,                    0.58290641
   231330,109414003,                    5.18516804,                    1.11622269
   231330,112198001,                    6.19277629,                    1.23757035
   231330,147319001,                    4.41955588,                    0.54070065
   231330,147319002,                    4.08338942,                    0.46537685
   231330,53051001,                    6.38774604,                    0.90710146
   231330,57979001,                    6.04356623,                    0.99432576
   231330,82545002,                    4.69817212,                    0.62412550
   231330,82545003,                   10.04759165,                    0.67227041
   231330,82546002,                    6.89887555,                    1.05374266
   231330,82564002,                    6.89886536,                    1.11215411
   231330,97410002,                    6.02983653,                    1.29118546
   231330,97410003,                   24.27420814,                    1.13484021
   231335,47697001,                    5.30825530,                    1.07693259
   231340,41318001,                    4.65990505,                    1.68104845
   231350,14718002,                    0.82366242,                    1.21173793
   231350,14737001,                   35.89253561,                    1.79198213
   231355,14737001,                   11.73787563,                    1.66489606
   231360,41330001,                    2.70240328,                    1.30400379
   231375,14737001,                   12.37442575,                    1.55499830
   231380,14719001,                    1.77889068,                    1.47478969
   231390,41329001,                   15.45745366,                    1.61641349
   231395,41331001,                    7.61122312,                    1.84974683
   231410,41318001,                   15.99681538,                    1.68068755
   240010,104395003,                    0.66313389,                    0.62230147
   240010,104401002,                    2.07021627,                    0.76416185
   240010,133329001,                    2.40463751,                    0.44407352
   240010,14796001,                    4.54007907,                    0.92666226
   240010,14797003,                    2.82145260,                    0.90871728
   240010,82637001,                    4.33455540,                    0.36137563
   240010,82637002,                    0.46433609,                    0.44262387
   240010,82648001,                    6.01048312,                    0.84557799
   240010,82648002,                    3.90209602,                    0.83498365
   240070,14777001,                    1.08727058,                    0.44749511
   240080,14785001,                   26.57925788,                    0.46869159
   240120,14810001,                    2.67327945,                    0.24331000
   240130,14766001,                    9.65956917,                    0.63513644
   240165,14795001,                    0.93062550,                    0.72245989
   240165,58001001,                    2.35678555,                    0.32813877
   240200,101428002,                    4.59611636,                    0.71880567
   240200,101438001,                    0.03543639,                    0.62759507
   240200,104384001,                    6.00084220,                    0.87633776
   240200,117959001,                    0.34578134,                    0.90447558
   240200,14755002,                   24.32429855,                    0.57216335
   240200,53068001,                    5.07022931,                    0.79710749
   240200,72354001,                    1.51047187,                    0.77405473
   240200,82604001,                    4.64096619,                    0.75285444
   240200,82638001,                    9.86981573,                    0.84283494
   240240,82648002,                    8.38248535,                    0.67844439
   240270,14786001,                    3.26972449,                    0.28674158
   240270,14787001,                    0.00008389,                    0.28997477
   240270,14795001,                    3.68744950,                    0.62333452
   240270,47706001,                    2.91017354,                    0.20407301
   240300,147335001,                    3.18839527,                    0.53346758
   240300,14796001,                    4.79640708,                    1.09191512
   240300,82637003,                    0.00035327,                    0.78569399
   240310,14796001,                    8.44684823,                    0.70359115
   240375,14795001,                    6.08530238,                    0.64182341
   240380,113150002,                    1.34905207,                    0.61170637
   240380,14766001,                    2.61160954,                    1.01634212
   240380,14796001,                    1.09026656,                    1.08069897
   240420,14810001,                    2.09192208,                    0.21707891
   240470,14766001,                   11.19744782,                    0.53193037
   240480,128500001,                    0.99654694,                    0.78177984
   240485,14766001,                    1.15631153,                    0.62350348
   240560,117959001,                    5.09947942,                    0.62550704
   240560,14755003,                    0.05040747,                    0.54676038
   240570,82638001,                   36.61454955,                    0.58460508
   240610,14766001,                   17.18776662,                    0.83961374
   240650,14796001,                    0.71509573,                    0.79206078
   240850,133330001,                    0.44336152,                    0.84183978
   240850,133331001,                    5.79324144,                    0.94645418
   240870,14766001,                    9.37217401,                    0.55177757
   240890,104395002,                    5.00318378,                    0.62725056
   240890,147336001,                    2.61002463,                    0.51987765
   240890,82638001,                    4.83215455,                    0.37488411
   240890,82648002,                    8.99793455,                    0.69894149
